Hotel Name,Rating,Location,Price,Tax,City,Star,Mini Fridge,Wi-Fi,House Keeping,Seating Area,Parking,AC,Meals,Swimming Pool
Ramada Encore,4.4,Domlur Layout,"5,640","1,140",Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Ibis Bengaluru Hosur Road - An Accor Brand,3.9,Hosur road,"4,499",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"The Oberoi, Bengaluru",4.7,Ulsoor,"11,500",,Bangalore,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Holiday Inn Express Bengaluru Whitefield ITPL,3.5,Whitefield,"3,399",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Hosteller Bangalore Brigade Road,4.3,Ashok Nagar ,"1,330",315,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Ginger Bangalore (IRR),3.6,Domlur Layout,"1,689",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Gokulam Grand Hotel & Spa,4.1,Mathikere,"6,409","1,295",Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Bloom Hotel - Airport Road Bengaluru,4.4,Near Bangalore Airport ,"4,000",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Ramanashree Richmond Circle,3.8,Sampangi Rama Nagar ,"2,792",564,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"SRS Suites
Like a 3",4.4,Koramangala,"3,178",806,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
JP CORDIAL,3.7,Majestic,"2,726",638,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Taj Bangalore,4.6,Near Bangalore Airport ,"11,750",,Bangalore,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Radisson Bengaluru City Center,4.5,Ulsoor,"7,500",,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Pride Hotel Bangalore,3.8,Richmond road ,"4,599",552,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BloomSuites | Electronic City,4.1,Electronic City,"5,000",,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Southern Star Bangalore,3.9,Ashok Nagar ,"3,082",872,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Royal Orchid Central Bangalore,3.7,Ulsoor ,"5,823",699,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Shivas Galaxy Hotel,4.1,Near Bangalore Airport ,"2,900",604,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"The Bouvice
Like a 3",4.2,Koramangala,"2,279",624,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
JW Marriott Bengaluru Prestige Golfshire Resort and Spa,4.7,In Devanhalli ,"25,000",,Bangalore,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
La Sara Grand (Formerly Known as Nandhana Grand),4,Koramangala,"2,939",752,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Zone By The Park Infantry,3.9,Infantry Road ,"4,252","1,021",Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Chancery,3.9,Ashok Nagar ,"4,230",990,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Nash Inn Electronic City,3.1,Electronic City,979,268,Bangalore,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Radisson Blu Bengaluru Outer Ring Road,4.2,Outer Ring Road,"8,000",,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Ginger Bangalore, Whitefield",3.7,Brookefield,"1,884",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hotel Royal Orchid Bangalore,3.9,Domlur Layout,"7,268",872,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"The Hosteller Bangalore, Koramangala",4.3,Koramangala,"1,295",294,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Silicon City Hotel,3.4,Hosur road,"1,586",418,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Country Inn And Suites By Radisson Bengaluru Hebbal,3.8,Hebbal,"3,500",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Octave Himalaya Monarch,4,Gandhi Nagar,"1,645",333,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Greenpark Bengaluru,4.7,Bannerghatta Main road,"6,345","1,350",Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
ITC Gardenia - A Luxury Collection Hotel,4.5,Ashok Nagar ,"11,700",,Bangalore,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
The Continentti Whitefield,4,Brookefield,"2,791",564,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Monarch Luxur,3.9,Infantry Road ,"3,723",752,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Ballal Residency,3.9,Residency Road ,"3,084",836,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Hibernest Indiranagar,4.2,Indiranagar,"1,005",325,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Fortune Park JP Celestial-Member ITC Hotel Group,3.8,Gandhi Nagar,"5,292",,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Click Hotel Bangalore, International Airport",4.2,Near Bangalore Airport ,"3,510",421,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Omatra Hotel HSR,3.4,Outer Ring Road,"2,194",539,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Svenska Design Hotel,3.3,Electronic City,"1,999",642,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Peninsula Suites,3.9,Whitefield,"2,264",306,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Iris Hotel & Spa Bangalore,4.1,Residency Road ,"5,330","1,247",Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
SM Royal Stay Hotel near Intl Airport Bangalore,4.2,Near Bangalore Airport ,"1,692",360,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Halcyon Residences
Like a 3",3.8,Koramangala,"2,759",755,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Shangri-La Bengaluru,4.5,Palace road ,"13,500",,Bangalore,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
The Leela Bhartiya City Bengaluru,4.6,Tirumanahalli,"11,000",,Bangalore,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Holiday Inn Express & Suites, OMR Bengaluru",4.1,Whitefield,"3,999",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Fairfield By Marriott Bengaluru Rajajinagar,3.9,Rajajinagar,"5,400",,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
The Zuri Whitefield,4.3,Whitefield,"6,501",780,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
MAYBAACH HOTELS,4.1,Marathahalli,"2,820",660,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Regenta Place Bangalore by Royal Orchid Hotels Limited,3.5,Shivaji Nagar ,"2,848",342,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Icon Business Hotel by Bhagini,3.6,HAL old airport road,"2,300",465,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Sterlings Mac Hotel & Suites,4.1,HAL old airport road,"6,768","1,368",Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Nexstay Kites Inn,4.3,Hosur road,"2,799",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
The Leela Palace Bengaluru,4.5,HAL old airport road,"16,500",,Bangalore,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Omatra Infantry Road | Rooms in a Homestay,3.8,Infantry Road ,"2,098",554,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Bloom Hotel HSR Layout Sector 3,3.9,HSR Layout,"5,500",,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
NOOR EMPIRE INTERNATIONAL,3.7,Koramangala,"2,776",752,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Attide Biz,3.5,Hebbal,"2,835",693,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Stayhome Classic,4.3,Bilekahalli,"2,345",642,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
DoubleTree Suites by Hilton,4.3,Outer Ring Road,"9,500",,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Bloomrooms @ Indiranagar,4.1,Indiranagar,"4,300",,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
RG Royal Hotel,4.2,Yeshwanthpur,"3,666",741,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Four Seasons Hotel Bengaluru at Embassy One,4.8,Ganganagar ,"14,875",,Bangalore,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ramee Strand inn,3,Hosur road,"1,505",396,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Shravanthi Sarovar Portico JP Nagar,3.6,Outer Ring Road,"3,977",804,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Vivanta Bengaluru, Whitefield",4.3,Whitefield,"7,500",,Bangalore,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Melange Astris
Like a 3",4.1,Richmond road ,"4,300",969,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Octave Church Inn,3.5,Church Street ,"1,669",337,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Mastiff Infantry Bengaluru,4,Infantry Road ,"1,865",569,Bangalore,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4,,"1,748",564,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.1,,"7,567",806,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4.7,,"1,509",638,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.8,,"9,900",,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4,,"2,347",,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.6,,"2,522",552,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.8,,"6,580",,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4.1,,"10,200",872,Pune,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
,4.4,,"2,598",699,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4,,"7,700",604,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4.3,,970,624,Pune,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,4.1,,"3,680",,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.1,,"1,098",752,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.2,,"7,249","1,021",Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4,,"5,999",990,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4.2,,"6,250",268,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4.3,,"4,299",,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.8,,"2,098",,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.2,,"5,500",872,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,3.6,,"2,776",294,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.5,,"2,835",418,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.1,,"2,345",,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.5,,"9,500",333,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4.1,,"4,300","1,350",Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.5,,"3,666",,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.4,,"14,875",564,Pune,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
,2.8,,"1,505",752,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.8,,"3,977",836,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.8,,"7,500",325,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4.4,,"2,792",,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.2,,507,564,Pune,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,4.1,,"9,000",806,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,3.8,,"1,113",638,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.8,,"6,698",,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,3.9,,700,,Pune,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,4.2,,"4,499",552,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4,,"6,547",,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,3.9,,"3,934",872,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.3,,"3,575",699,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.2,,"6,499",604,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,3.2,,"8,750",624,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4,,"14,000",,Pune,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
,3.3,,"5,099",752,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4.5,,"11,250","1,021",Pune,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
,4.3,,"11,160",990,Pune,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
,4.2,,"3,679",268,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,3.2,,"9,000",,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
,4,,"3,939",,Pune,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
,4.2,,"9,100",872,Pune,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
